"拼音"	"寬式IPA"	"調號"	"字甲"	"字乙"	"釋義"
"shin"	"ɕiȵ̍"	5	"馨"
"shin"	"ɕiȵ̍"	5	"煡"
"in"	"iȵ̍"	1	"因"
"in"	"iȵ̍"	1	"姻"
"in"	"iȵ̍"	1	"茵"
"in"	"iȵ̍"	1	"裀"
"in"	"iȵ̍"	1	"駰"
"in"	"iȵ̍"	1	"骃"
"in"	"iȵ̍"	1	"絪"
"in"	"iȵ̍"	1	"洇"
"in"	"iȵ̍"	1	"銦"
"in"	"iȵ̍"	1	"铟"
"in"	"iȵ̍"	1	"鞇"
"in"	"iȵ̍"	1	"婣"
"in"	"iȵ̍"	1	"湮"
"in"	"iȵ̍"	1	"堙"
"in"	"iȵ̍"	1	"陻"
"in"	"iȵ̍"	1	"諲"
"in"	"iȵ̍"	1	"禋"
"in"	"iȵ̍"	1	"闉"
"in"	"iȵ̍"	1	"音"
"in"	"iȵ̍"	1	"愔"
"in"	"iȵ̍"	1	"瘖"
"in"	"iȵ̍"	1	"喑"
"in"	"iȵ̍"	1	"殷"
"in"	"iȵ̍"	1	"慇"
"in"	"iȵ̍"	1	"溵"
"in"	"iȵ̍"	1	"陰"
"in"	"iȵ̍"	1	"阴"
"in"	"iȵ̍"	1	"侌"
"in"	"iȵ̍"	1	"英"
"in"	"iȵ̍"	1	"瑛"
"in"	"iȵ̍"	1	"柍"
"in"	"iȵ̍"	1	"媖"
"in"	"iȵ̍"	1	"䁐"
"in"	"iȵ̍"	1	"韺"
"in"	"iȵ̍"	1	"霙"
"in"	"iȵ̍"	1	"膺"
"in"	"iȵ̍"	1	"鷹"
"in"	"iȵ̍"	1	"鹰"
"in"	"iȵ̍"	1	"應"
"in"	"iȵ̍"	1	"譍"
"in"	"iȵ̍"	1	"嫈"
"in"	"iȵ̍"	1	"罃"
"in"	"iȵ̍"	1	"鶯"
"in"	"iȵ̍"	1	"莺"
"in"	"iȵ̍"	1	"婴"
"in"	"iȵ̍"	1	"嚶"
"in"	"iȵ̍"	1	"嘤"
"in"	"iȵ̍"	1	"攖"
"in"	"iȵ̍"	1	"撄"
"in"	"iȵ̍"	1	"櫻"
"in"	"iȵ̍"	1	"樱"
"in"	"iȵ̍"	1	"瓔"
"in"	"iȵ̍"	1	"璎"
"in"	"iȵ̍"	1	"纓"
"in"	"iȵ̍"	1	"缨"
"in"	"iȵ̍"	1	"鸚"
"in"	"iȵ̍"	1	"鹦"
"in"	"iȵ̍"	1	"罌"
"in"	"iȵ̍"	1	"罂"
"in"	"iȵ̍"	1	"甖"
"in"	"iȵ̍"	1	"蘡"
"in"	"iȵ̍"	2	"銀"
"in"	"iȵ̍"	2	"银"
"in"	"iȵ̍"	2	"垠"
"in"	"iȵ̍"	2	"泿"
"in"	"iȵ̍"	2	"齦"
"in"	"iȵ̍"	2	"龈"
"in"	"iȵ̍"	2	"訢"
"in"	"iȵ̍"	2	"齗"
"in"	"iȵ̍"	2	"龂"
"in"	"iȵ̍"	2	"釿"
"in"	"iȵ̍"	2	"夤"
"in"	"iȵ̍"	2	"寅"
"in"	"iȵ̍"	2	"殥"
"in"	"iȵ̍"	2	"淫"
"in"	"iȵ̍"	2	"霪"
"in"	"iȵ̍"	2	"婬"
"in"	"iȵ̍"	2	"崟"
"in"	"iȵ̍"	2	"鄞"
"in"	"iȵ̍"	2	"狺"
"in"	"iȵ̍"	2	"誾"
"in"	"iȵ̍"	2	"訚"
"in"	"iȵ̍"	2	"嚚"
"in"	"iȵ̍"	2	"吟"
"in"	"iȵ̍"	2	"唫"
"in"	"iȵ̍"	2	"盈"
"in"	"iȵ̍"	2	"楹"
"in"	"iȵ̍"	2	"嬴"
"in"	"iȵ̍"	2	"瀛"
"in"	"iȵ̍"	2	"贏"
"in"	"iȵ̍"	2	"赢"
"in"	"iȵ̍"	2	"籝"
"in"	"iȵ̍"	2	"迎"
"in"	"iȵ̍"	2	"蠅"
"in"	"iȵ̍"	2	"蝇"
"in"	"iȵ̍"	2	"𡢘"
"in"	"iȵ̍"	2	"𰌉"
"in"	"iȵ̍"	2	"營"
"in"	"iȵ̍"	2	"营"
"in"	"iȵ̍"	2	"螢"
"in"	"iȵ̍"	2	"萤"
"in"	"iȵ̍"	2	"仍"
"in"	"iȵ̍"	3	"引"
"in"	"iȵ̍"	3	"蚓"
"in"	"iȵ̍"	3	"螾"
"in"	"iȵ̍"	3	"紖"
"in"	"iȵ̍"	3	"纼"
"in"	"iȵ̍"	3	"靷"
"in"	"iȵ̍"	3	"隱"
"in"	"iȵ̍"	3	"隐"
"in"	"iȵ̍"	3	"櫽"
"in"	"iȵ̍"	3	"讔"
"in"	"iȵ̍"	3	"癮"
"in"	"iȵ̍"	3	"瘾"
"in"	"iȵ̍"	3	"听"
"in"	"iȵ̍"	3	"殷"
"in"	"iȵ̍"	3	"飲"
"in"	"iȵ̍"	3	"饮"
"in"	"iȵ̍"	3	"㱃"
"in"	"iȵ̍"	3	"影"
"in"	"iȵ̍"	3	"景"
"in"	"iȵ̍"	3	"郢"
"in"	"iȵ̍"	3	"潁"
"in"	"iȵ̍"	3	"颍"
"in"	"iȵ̍"	3	"穎"
"in"	"iȵ̍"	3	"颖"
"in"	"iȵ̍"	3	"頴"
"in"	"iȵ̍"	3	"颕"
"in"	"iȵ̍"	3	"魘"
"in"	"iȵ̍"	3	"㯋"
"in"	"iȵ̍"	3	"癭"
"in"	"iȵ̍"	3	"瘿"
"in"	"iȵ̍"	5	"印"
"in"	"iȵ̍"	5	"鮣"
"in"	"iȵ̍"	5	"蔭"
"in"	"iȵ̍"	5	"荫"
"in"	"iȵ̍"	5	"廕"
"in"	"iȵ̍"	5	"憖"
"in"	"iȵ̍"	5	"慭"
"in"	"iȵ̍"	5	"憗"
"in"	"iȵ̍"	5	"飲"
"in"	"iȵ̍"	5	"饮"
"in"	"iȵ̍"	5	"引"
"in"	"iȵ̍"	5	"胤"
"in"	"iȵ̍"	5	"酳"
"in"	"iȵ̍"	5	"喑"
"in"	"iȵ̍"	5	"窨"
"in"	"iȵ̍"	5	"䤃"
"in"	"iȵ̍"	5	"隱"
"in"	"iȵ̍"	5	"隐"
"in"	"iȵ̍"	5	"𢷍"		"量：～尺碼"
"in"	"iȵ̍"	5	"𢳃"
"in"	"iȵ̍"	5	"迎"
"in"	"iȵ̍"	5	"應"
"in"	"iȵ̍"	5	"应"
"in"	"iȵ̍"	5	"譍"
"in"	"iȵ̍"	5	"映"
"in"	"iȵ̍"	5	"暎"
"in"	"iȵ̍"	5	"罃"
"in"	"iȵ̍"	5	"媵"
"guen"	"kuəȵ̍"	1	"肱"
"guen"	"kuəȵ̍"	1	"觥"
"guen"	"kuəȵ̍"	1	"觵"
"guen"	"kuəȵ̍"	3	"衮"
"guen"	"kuəȵ̍"	3	"袞"
"guen"	"kuəȵ̍"	3	"滚"
"guen"	"kuəȵ̍"	3	"蓘"
"guen"	"kuəȵ̍"	3	"掍"
"guen"	"kuəȵ̍"	3	"緄"
"guen"	"kuəȵ̍"	3	"混"
"guen"	"kuəȵ̍"	3	"輥"
"guen"	"kuəȵ̍"	3	"辊"
"guen"	"kuəȵ̍"	3	"睔"
"guen"	"kuəȵ̍"	3	"鯀"
"guen"	"kuəȵ̍"	3	"鲧"
"guen"	"kuəȵ̍"	3	"鮌"
"guen"	"kuəȵ̍"	5	"棍"
"kuen"	"kʰuəȵ̍"	1	"昆"
"kuen"	"kʰuəȵ̍"	1	"崑"
"kuen"	"kʰuəȵ̍"	1	"崐"
"kuen"	"kʰuəȵ̍"	1	"琨"
"kuen"	"kʰuəȵ̍"	1	"焜"
"kuen"	"kʰuəȵ̍"	1	"錕"
"kuen"	"kʰuəȵ̍"	1	"锟"
"kuen"	"kʰuəȵ̍"	1	"鯤"
"kuen"	"kʰuəȵ̍"	1	"鲲"
"kuen"	"kʰuəȵ̍"	1	"鵾"
"kuen"	"kʰuəȵ̍"	1	"鹍"
"kuen"	"kʰuəȵ̍"	1	"裩"
"kuen"	"kʰuəȵ̍"	1	"晜"
"kuen"	"kʰuəȵ̍"	1	"褌"
"kuen"	"kʰuəȵ̍"	1	"裈"
"kuen"	"kʰuəȵ̍"	1	"坤"
"kuen"	"kʰuəȵ̍"	1	"堃"
"kuen"	"kʰuəȵ̍"	3	"梱"
"kuen"	"kʰuəȵ̍"	3	"悃"
"kuen"	"kʰuəȵ̍"	3	"捆"
"kuen"	"kʰuəȵ̍"	3	"綑"
"kuen"	"kʰuəȵ̍"	3	"稇"
"kuen"	"kʰuəȵ̍"	3	"閫"
"kuen"	"kʰuəȵ̍"	3	"阃"
"kuen"	"kʰuəȵ̍"	3	"壼"
"kuen"	"kʰuəȵ̍"	3	"壸"
"uen"	"uəȵ̍"	1	"温"
"uen"	"uəȵ̍"	1	"瘟"
"uen"	"uəȵ̍"	1	"輼"
"uen"	"uəȵ̍"	1	"辒"
"uen"	"uəȵ̍"	1	"豱"
"uen"	"uəȵ̍"	1	"緼"
"uen"	"uəȵ̍"	1	"缊"
"uen"	"uəȵ̍"	1	"蕰"
"uen"	"uəȵ̍"	2	"文"
"uen"	"uəȵ̍"	2	"紋"
"uen"	"uəȵ̍"	2	"纹"
"uen"	"uəȵ̍"	2	"蚊"
"uen"	"uəȵ̍"	2	"蟁"
"uen"	"uəȵ̍"	2	"玟"
"uen"	"uəȵ̍"	2	"彣"
"uen"	"uəȵ̍"	2	"芠"
"uen"	"uəȵ̍"	2	"雯"
"uen"	"uəȵ̍"	2	"聞"
"uen"	"uəȵ̍"	2	"闻"
"uen"	"uəȵ̍"	2	"閿"
"uen"	"uəȵ̍"	2	"阌"
"uen"	"uəȵ̍"	3	"刎"
"uen"	"uəȵ̍"	3	"歾"
"uen"	"uəȵ̍"	3	"吻"
"uen"	"uəȵ̍"	3	"脗"
"uen"	"uəȵ̍"	3	"穩"
"uen"	"uəȵ̍"	3	"稳"
"uen"	"uəȵ̍"	3	"緼"
"uen"	"uəȵ̍"	3	"缊"
"uen"	"uəȵ̍"	3	"藴"
"uen"	"uəȵ̍"	3	"蕴"
"uen"	"uəȵ̍"	3	"醖"
"uen"	"uəȵ̍"	3	"蕰"
"uen"	"uəȵ̍"	3	"韞"
"uen"	"uəȵ̍"	3	"稔"
"uen"	"uəȵ̍"	5	"文"
"uen"	"uəȵ̍"	5	"抆"
"uen"	"uəȵ̍"	5	"汶"
"uen"	"uəȵ̍"	5	"紊"
"uen"	"uəȵ̍"	5	"免"
"uen"	"uəȵ̍"	5	"俛"
"uen"	"uəȵ̍"	5	"絻"
"uen"	"uəȵ̍"	5	"問"
"uen"	"uəȵ̍"	5	"问"
"uen"	"uəȵ̍"	5	"聞"
"uen"	"uəȵ̍"	5	"闻"
"uen"	"uəȵ̍"	5	"揾"
"uen"	"uəȵ̍"	5	"愠"
"uen"	"uəȵ̍"	6	"問"
"uen"	"uəȵ̍"	6	"问"
"zhyn"	"tɕyȵ̍"	1	"均"
"zhyn"	"tɕyȵ̍"	1	"鈞"
"zhyn"	"tɕyȵ̍"	1	"钧"
"zhyn"	"tɕyȵ̍"	1	"汮"
"zhyn"	"tɕyȵ̍"	1	"君"
"zhyn"	"tɕyȵ̍"	1	"莙"
"zhyn"	"tɕyȵ̍"	1	"桾"
"zhyn"	"tɕyȵ̍"	1	"軍"
"zhyn"	"tɕyȵ̍"	1	"军"
"zhyn"	"tɕyȵ̍"	1	"皸"
"zhyn"	"tɕyȵ̍"	1	"皲"
"zhyn"	"tɕyȵ̍"	1	"龜"
"zhyn"	"tɕyȵ̍"	1	"龟"
"zhyn"	"tɕyȵ̍"	1	"囷"
"zhyn"	"tɕyȵ̍"	1	"箘"
"zhyn"	"tɕyȵ̍"	1	"麇"
"zhyn"	"tɕyȵ̍"	1	"麕"
"zhyn"	"tɕyȵ̍"	1	"旬"
"zhyn"	"tɕyȵ̍"	1	"諄"
"zhyn"	"tɕyȵ̍"	1	"谆"
"zhyn"	"tɕyȵ̍"	1	"淳"
"zhyn"	"tɕyȵ̍"	1	"稕"
"zhyn"	"tɕyȵ̍"	1	"屯"
"zhyn"	"tɕyȵ̍"	1	"肫"
"zhyn"	"tɕyȵ̍"	1	"迍"
"zhyn"	"tɕyȵ̍"	1	"窀"
"zhyn"	"tɕyȵ̍"	1	"坰"
"zhyn"	"tɕyȵ̍"	1	"扃"
"zhyn"	"tɕyȵ̍"	1	"駉"
"zhyn"	"tɕyȵ̍"	2	"羣"
"zhyn"	"tɕyȵ̍"	2	"群"
"zhyn"	"tɕyȵ̍"	2	"裙"
"zhyn"	"tɕyȵ̍"	2	"帬"
"zhyn"	"tɕyȵ̍"	2	"裠"
"zhyn"	"tɕyȵ̍"	2	"宭"
"zhyn"	"tɕyȵ̍"	2	"頵"
"zhyn"	"tɕyȵ̍"	2	"蒓"
"zhyn"	"tɕyȵ̍"	2	"莼"
"zhyn"	"tɕyȵ̍"	2	"蓴"
"zhyn"	"tɕyȵ̍"	2	"煢"
"zhyn"	"tɕyȵ̍"	2	"茕"
"zhyn"	"tɕyȵ̍"	2	"惸"
"zhyn"	"tɕyȵ̍"	2	"瓊"
"zhyn"	"tɕyȵ̍"	2	"璚"
"zhyn"	"tɕyȵ̍"	3	"准"
"zhyn"	"tɕyȵ̍"	3	"準"
"zhyn"	"tɕyȵ̍"	3	"隼"
"zhyn"	"tɕyȵ̍"	3	"埻"
"zhyn"	"tɕyȵ̍"	3	"純"
"zhyn"	"tɕyȵ̍"	3	"纯"
"zhyn"	"tɕyȵ̍"	3	"褧"
"zhyn"	"tɕyȵ̍"	3	"窘"
"zhyn"	"tɕyȵ̍"	3	"熲"
"zhyn"	"tɕyȵ̍"	3	"颎"
"zhyn"	"tɕyȵ̍"	3	"炅"
"zhyn"	"tɕyȵ̍"	3	"煚"
"zhyn"	"tɕyȵ̍"	3	"扃"
"zhyn"	"tɕyȵ̍"	3	"迥"
"zhyn"	"tɕyȵ̍"	3	"泂"
"zhyn"	"tɕyȵ̍"	3	"炯"
"zhyn"	"tɕyȵ̍"	3	"冋"
"zhyn"	"tɕyȵ̍"	3	"絅"
"zhyn"	"tɕyȵ̍"	3	"䌹"
"zhyn"	"tɕyȵ̍"	5	"郡"
"zhyn"	"tɕyȵ̍"	5	"捃"
"zhyn"	"tɕyȵ̍"	5	"攈"
"zhyn"	"tɕyȵ̍"	5	"攟"
"zhyn"	"tɕyȵ̍"	5	"窘"
"zhyn"	"tɕyȵ̍"	5	"囷"
"zhyn"	"tɕyȵ̍"	5	"菌"
"zhyn"	"tɕyȵ̍"	5	"箘"
"zhyn"	"tɕyȵ̍"	5	"甽"
"zhyn"	"tɕyȵ̍"	5	"圳"
"zhyn"	"tɕyȵ̍"	5	"稕"
"zhyn"	"tɕyȵ̍"	5	"埻"
"zhyn"	"tɕyȵ̍"	5	"肫"
"zhyn"	"tɕyȵ̍"	6	"菌"
"chyn"	"tɕʰyȵ̍"	1	"傾"
"chyn"	"tɕʰyȵ̍"	1	"倾"
"chyn"	"tɕʰyȵ̍"	1	"春"
"chyn"	"tɕʰyȵ̍"	1	"旾"
"chyn"	"tɕʰyȵ̍"	1	"椿"
"chyn"	"tɕʰyȵ̍"	1	"杶"
"chyn"	"tɕʰyȵ̍"	1	"芚"
"chyn"	"tɕʰyȵ̍"	1	"輴"
"chyn"	"tɕʰyȵ̍"	3	"頃"
"chyn"	"tɕʰyȵ̍"	3	"顷"
"chyn"	"tɕʰyȵ̍"	3	"䔛"
"chyn"	"tɕʰyȵ̍"	3	"檾"
"chyn"	"tɕʰyȵ̍"	3	"𦚧"
"chyn"	"tɕʰyȵ̍"	3	"春"
"chyn"	"tɕʰyȵ̍"	3	"踳"
"chyn"	"tɕʰyȵ̍"	3	"惷"
"chyn"	"tɕʰyȵ̍"	3	"蠢"
"shyn"	"ɕyȵ̍"	1	"熏"
"shyn"	"ɕyȵ̍"	1	"燻"
"shyn"	"ɕyȵ̍"	1	"薰"
"shyn"	"ɕyȵ̍"	1	"薫"
"shyn"	"ɕyȵ̍"	1	"勳"
"shyn"	"ɕyȵ̍"	1	"勛"
"shyn"	"ɕyȵ̍"	1	"勋"
"shyn"	"ɕyȵ̍"	1	"獯"
"shyn"	"ɕyȵ̍"	1	"曛"
"shyn"	"ɕyȵ̍"	1	"醺"
"shyn"	"ɕyȵ̍"	1	"纁"
"shyn"	"ɕyȵ̍"	1	"臐"
"shyn"	"ɕyȵ̍"	1	"壎"
"shyn"	"ɕyȵ̍"	1	"塤"
"shyn"	"ɕyȵ̍"	1	"埙"
"shyn"	"ɕyȵ̍"	1	"葷"
"shyn"	"ɕyȵ̍"	1	"荤"
"shyn"	"ɕyȵ̍"	1	"煇"
"shyn"	"ɕyȵ̍"	1	"焄"
"shyn"	"ɕyȵ̍"	2	"淳"
"shyn"	"ɕyȵ̍"	2	"湻"
"shyn"	"ɕyȵ̍"	2	"醇"
"shyn"	"ɕyȵ̍"	2	"醕"
"shyn"	"ɕyȵ̍"	2	"鶉"
"shyn"	"ɕyȵ̍"	2	"鹑"
"shyn"	"ɕyȵ̍"	2	"錞"
"shyn"	"ɕyȵ̍"	2	"犉"
"shyn"	"ɕyȵ̍"	2	"純"
"shyn"	"ɕyȵ̍"	2	"纯"
"shyn"	"ɕyȵ̍"	2	"蒓"
"shyn"	"ɕyȵ̍"	2	"莼"
"shyn"	"ɕyȵ̍"	2	"蓴"
"shyn"	"ɕyȵ̍"	2	"肫"
"shyn"	"ɕyȵ̍"	2	"馴"
"shyn"	"ɕyȵ̍"	3	"盾"
"shyn"	"ɕyȵ̍"	3	"楯"
"shyn"	"ɕyȵ̍"	3	"輴"
"shyn"	"ɕyȵ̍"	3	"瞬"
"shyn"	"ɕyȵ̍"	3	"夐"
"shyn"	"ɕyȵ̍"	3	"敻"
"shyn"	"ɕyȵ̍"	3	"詗"
"shyn"	"ɕyȵ̍"	3	"诇"
"shyn"	"ɕyȵ̍"	3	"迥"
"shyn"	"ɕyȵ̍"	3	"逈"
"shyn"	"ɕyȵ̍"	3	"扃"
"shyn"	"ɕyȵ̍"	3	"泂"
"shyn"	"ɕyȵ̍"	3	"炯"
"shyn"	"ɕyȵ̍"	3	"烱"
"shyn"	"ɕyȵ̍"	3	"冋"
"shyn"	"ɕyȵ̍"	3	"冏"
"shyn"	"ɕyȵ̍"	3	"絅"
"shyn"	"ɕyȵ̍"	3	"䌹"
"shyn"	"ɕyȵ̍"	3	"坰"
"shyn"	"ɕyȵ̍"	3	"駉"
"shyn"	"ɕyȵ̍"	3	"褧"
"shyn"	"ɕyȵ̍"	5	"訓"
"shyn"	"ɕyȵ̍"	5	"训"
"shyn"	"ɕyȵ̍"	5	"順"
"shyn"	"ɕyȵ̍"	5	"顺"
"shyn"	"ɕyȵ̍"	5	"舜"
"shyn"	"ɕyȵ̍"	5	"蕣"
"shyn"	"ɕyȵ̍"	5	"瞬"
"shyn"	"ɕyȵ̍"	5	"瞚"
"shyn"	"ɕyȵ̍"	5	"眴"
"shyn"	"ɕyȵ̍"	5	"䀢"
"shyn"	"ɕyȵ̍"	6	"順"
"shyn"	"ɕyȵ̍"	6	"顺"
"yn"	"yȵ̍"	1	"氲"
"yn"	"yȵ̍"	1	"緼"
"yn"	"yȵ̍"	1	"缊"
"yn"	"yȵ̍"	1	"蒀"
"yn"	"yȵ̍"	1	"煴"
"yn"	"yȵ̍"	1	"暈"
"yn"	"yȵ̍"	1	"晕"
"yn"	"yȵ̍"	1	"涒"
"yn"	"yȵ̍"	1	"贇"
"yn"	"yȵ̍"	1	"赟"
"yn"	"yȵ̍"	1	"奫"
"yn"	"yȵ̍"	2	"云"
"yn"	"yȵ̍"	2	"芸"
"yn"	"yȵ̍"	2	"紜"
"yn"	"yȵ̍"	2	"纭"
"yn"	"yȵ̍"	2	"耘"
"yn"	"yȵ̍"	2	"妘"
"yn"	"yȵ̍"	2	"沄"
"yn"	"yȵ̍"	2	"雲"
"yn"	"yȵ̍"	2	"澐"
"yn"	"yȵ̍"	2	"蕓"
"yn"	"yȵ̍"	2	"匀"
"yn"	"yȵ̍"	2	"昀"
"yn"	"yȵ̍"	2	"畇"
"yn"	"yȵ̍"	2	"筠"
"yn"	"yȵ̍"	2	"鋆"
"yn"	"yȵ̍"	2	"員"
"yn"	"yȵ̍"	2	"员"
"yn"	"yȵ̍"	2	"鄖"
"yn"	"yȵ̍"	2	"郧"
"yn"	"yȵ̍"	2	"䢵"
"yn"	"yȵ̍"	2	"篔"
"yn"	"yȵ̍"	2	"筼"
"yn"	"yȵ̍"	2	"溳"
"yn"	"yȵ̍"	2	"涢"
"yn"	"yȵ̍"	2	"縜"
"yn"	"yȵ̍"	2	"營"
"yn"	"yȵ̍"	2	"营"
"yn"	"yȵ̍"	2	"螢"
"yn"	"yȵ̍"	2	"萤"
"yn"	"yȵ̍"	2	"塋"
"yn"	"yȵ̍"	2	"熒"
"yn"	"yȵ̍"	2	"瑩"
"yn"	"yȵ̍"	2	"莹"
"yn"	"yȵ̍"	2	"嫈"
"yn"	"yȵ̍"	2	"縈"
"yn"	"yȵ̍"	2	"萦"
"yn"	"yȵ̍"	2	"滎"
"yn"	"yȵ̍"	2	"禜"
"yn"	"yȵ̍"	2	"謍"
"yn"	"yȵ̍"	2	"罃"
"yn"	"yȵ̍"	2	"瀅"
"yn"	"yȵ̍"	2	"滢"
"yn"	"yȵ̍"	2	"瀠"
"yn"	"yȵ̍"	2	"潆"
"yn"	"yȵ̍"	2	"鎣"
"yn"	"yȵ̍"	2	"蠑"
"yn"	"yȵ̍"	2	"蝾"
"yn"	"yȵ̍"	2	"榮"
"yn"	"yȵ̍"	2	"荣"
"yn"	"yȵ̍"	2	"嶸"
"yn"	"yȵ̍"	2	"嵘"
"yn"	"yȵ̍"	3	"殞"
"yn"	"yȵ̍"	3	"殒"
"yn"	"yȵ̍"	3	"隕"
"yn"	"yȵ̍"	3	"陨"
"yn"	"yȵ̍"	3	"磒"
"yn"	"yȵ̍"	3	"霣"
"yn"	"yȵ̍"	3	"允"
"yn"	"yȵ̍"	3	"狁"
"yn"	"yȵ̍"	3	"吮"
"yn"	"yȵ̍"	3	"𦧊"
"yn"	"yȵ̍"	3	"永"
"yn"	"yȵ̍"	3	"尹"
"yn"	"yȵ̍"	5	"韻"
"yn"	"yȵ̍"	5	"韵"
"yn"	"yȵ̍"	5	"均"
"yn"	"yȵ̍"	5	"運"
"yn"	"yȵ̍"	5	"运"
"yn"	"yȵ̍"	5	"暈"
"yn"	"yȵ̍"	5	"晕"
"yn"	"yȵ̍"	5	"惲"
"yn"	"yȵ̍"	5	"恽"
"yn"	"yȵ̍"	5	"鄆"
"yn"	"yȵ̍"	5	"郓"
"yn"	"yȵ̍"	5	"煇"
"yn"	"yȵ̍"	5	"餫"
"yn"	"yȵ̍"	5	"䩵"
"yn"	"yȵ̍"	5	"韗"
"yn"	"yȵ̍"	5	"熨"
"yn"	"yȵ̍"	5	"䏰"
"yn"	"yȵ̍"	5	"愠"
"yn"	"yȵ̍"	5	"醖"
"yn"	"yȵ̍"	5	"藴"
"yn"	"yȵ̍"	5	"蕴"
"yn"	"yȵ̍"	5	"韞"
"yn"	"yȵ̍"	5	"蕰"
"yn"	"yȵ̍"	5	"孕"
"yn"	"yȵ̍"	5	"禜"
"yn"	"yȵ̍"	5	"醟"
"yn"	"yȵ̍"	5	"閏"
"yn"	"yȵ̍"	5	"闰"
"yn"	"yȵ̍"	5	"潤"
"yn"	"yȵ̍"	5	"润"
"yn"	"yȵ̍"	5	"瞤"
"yn"	"yȵ̍"	5	"詠"
"yn"	"yȵ̍"	5	"咏"
"yn"	"yȵ̍"	5	"泳"
"bang"	"paŋ"	1	"邦"
"bang"	"paŋ"	1	"梆"
"bang"	"paŋ"	1	"帮"
"bang"	"paŋ"	1	"幫"
"bang"	"paŋ"	1	"滨"
"bang"	"paŋ"	1	"彭"
"bang"	"paŋ"	1	"搒"
"bang"	"paŋ"	1	"徬"
"bang"	"paŋ"	1	"𩍗"
"bang"	"paŋ"	2	"旁"
"bang"	"paŋ"	2	"㫄"
"bang"	"paŋ"	2	"傍"
"bang"	"paŋ"	2	"徬"
"bang"	"paŋ"	2	"彷"
"bang"	"paŋ"	2	"螃"
"bang"	"paŋ"	2	"膀"
"bang"	"paŋ"	2	"滂"
"bang"	"paŋ"	2	"霶"
"bang"	"paŋ"	2	"磅"
"bang"	"paŋ"	2	"雱"
"bang"	"paŋ"	2	"房"
"bang"	"paŋ"	2	"魴"
"bang"	"paŋ"	2	"鲂"
"bang"	"paŋ"	2	"彭"
"bang"	"paŋ"	2	"逄"
"bang"	"paŋ"	2	"龐"
"bang"	"paŋ"	2	"庞"
"bang"	"paŋ"	2	"龎"
"bang"	"paŋ"	2	"厐"
"bang"	"paŋ"	2	"尨"
"bang"	"paŋ"	2	"厖"
"bang"	"paŋ"	2	"𥆙"
"bang"	"paŋ"	2	"哤"
"bang"	"paŋ"	3	"榜"
"bang"	"paŋ"	3	"牓"
"bang"	"paŋ"	3	"膀"
"bang"	"paŋ"	3	"髈"
"bang"	"paŋ"	3	"綁"
"bang"	"paŋ"	3	"绑"
"bang"	"paŋ"	5	"傍"
"bang"	"paŋ"	5	"旁"
"bang"	"paŋ"	5	"彷"
"bang"	"paŋ"	5	"磅"
"bang"	"paŋ"	5	"搒"
"bang"	"paŋ"	5	"蒡"
"bang"	"paŋ"	5	"鎊"
"bang"	"paŋ"	5	"镑"
"bang"	"paŋ"	5	"謗"
"bang"	"paŋ"	5	"谤"
"bang"	"paŋ"	5	"塝"
"bang"	"paŋ"	5	"蚌"
"bang"	"paŋ"	5	"蜯"
"bang"	"paŋ"	5	"𢪋"
"bang"	"paŋ"	5	"棒"
"bang"	"paŋ"	5	"棓"
"bang"	"paŋ"	5	"並"
"bang"	"paŋ"	5	"甏"
"bang"	"paŋ"	6	"傍"		"～邊：靠近，接近"
"bang"	"paŋ"	6	"蚌"
"pang"	"pʰaŋ"	1	"胮"		"～臭的"
"pang"	"pʰaŋ"	3	"耪"
"pang"	"pʰaŋ"	3	"髈"
"pang"	"pʰaŋ"	3	"乓"
"pang"	"pʰaŋ"	3	"㩧"		"打，擊"
"pang"	"pʰaŋ"	5	"胖"
"pang"	"pʰaŋ"	5	"奤"
"mang"	"maŋ"	1	"蒙"		"繃，衣服、布等張得緊；～子"
"mang"	"maŋ"	2	"忙"
"mang"	"maŋ"	2	"盲"
"mang"	"maŋ"	2	"氓"
"mang"	"maŋ"	2	"𥐞"
"mang"	"maŋ"	2	"芒"
"mang"	"maŋ"	2	"茫"
"mang"	"maŋ"	2	"硭"
"mang"	"maŋ"	2	"鋩"
"mang"	"maŋ"	2	"铓"
"mang"	"maŋ"	2	"邙"
"mang"	"maŋ"	2	"杗"
"mang"	"maŋ"	2	"虻"
"mang"	"maŋ"	2	"蝱"
"mang"	"maŋ"	2	"吂"
"mang"	"maŋ"	2	"鄳"
"mang"	"maŋ"	2	"蘉"
"mang"	"maŋ"	2	"莔"
"mang"	"maŋ"	2	"尨"
"mang"	"maŋ"	2	"哤"
"mang"	"maŋ"	2	"厖"
"mang"	"maŋ"	2	"𥆙"
"mang"	"maŋ"	2	"駹"
"mang"	"maŋ"	3	"莽"
"mang"	"maŋ"	3	"漭"
"mang"	"maŋ"	3	"蟒"
"mang"	"maŋ"	5	"𠮵"
"fang"	"ɸaŋ"	1	"方"
"fang"	"ɸaŋ"	1	"芳"
"fang"	"ɸaŋ"	1	"邡"
"fang"	"ɸaŋ"	1	"枋"
"fang"	"ɸaŋ"	1	"坊"
"fang"	"ɸaŋ"	1	"蚄"
"fang"	"ɸaŋ"	1	"鈁"
"fang"	"ɸaŋ"	1	"钫"
"fang"	"ɸaŋ"	1	"荒"
"fang"	"ɸaŋ"	1	"慌"
